"Episode","Title","Guest","Quote","Link","Time","MP3","Spotify","Overcast"
"61","Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies (#61)","Matt Mullenweg","","https://tim.blog/2015/02/09/matt-mullenweg/","","https://rss.art19.com/episodes/1f3aff03-e180-4cfd-9e45-b0aad6111f4a.mp3","",""
"60","Tim Ferriss Interviews Arnold Schwarzenegger on Psychological Warfare (And Much More) (#60)","Arnold Schwarzenegger","","https://tim.blog/2015/02/02/arnold-schwarzenegger/","","https://rss.art19.com/episodes/e2ac0ce7-d799-47fd-9276-fbde62440e2a.mp3","",""
"58","How to Create a Blockbuster Podcast (#58 & #59)","Alex Blumberg","","https://tim.blog/2015/01/29/alex-blumberg/","","","",""
"56","How to Think Like Elon Musk and Jeff Bezos (#56)","Peter Diamandis","","https://tim.blog/2015/01/20/elon-musk-and-jeff-bezos/","","https://rss.art19.com/episodes/3dcf28df-b1b4-4e28-955e-3c5cc4e6560b.mp3","",""
"55","Pavel Tsatsouline on the Science of Strength and the Art of Physical Performance (#55)","Pavel Tsatsouline","","https://tim.blog/2015/01/15/pavel-tsatsouline/","","https://rss.art19.com/episodes/e06a6ff9-7c2f-4746-8585-9514c459ecbb.mp3","",""
"54","Are We Really 10% Human and 90% Bacteria? Exploring The Microbiome… (#54)","Jessica Richman","","https://tim.blog/2015/01/10/microbiome/","","https://rss.art19.com/episodes/4f32856a-e513-488b-abcb-bf24853971d1.mp3","",""
"52","Ed Cooke, Grandmaster of Memory, on Mental Performance, Imagination, and Productive Mischief (#52 & #53)","Ed Cooke","","https://tim.blog/2014/12/30/ed-cooke/","","","",""
"49","What I’d Add To The 4-Hour Workweek for 2015 (And Much More) (#49 & #51, plus bonus episode #44)","","","https://tim.blog/2014/12/23/4-hour-work-week-2015/","","","",""
"50","Dr. Peter Attia on Life-Extension, Drinking Jet Fuel, Ultra-Endurance, Human Foie Gras, and More (#50)","Peter Attia","","https://tim.blog/2014/12/18/peter-attia/","","https://rss.art19.com/episodes/5c475aca-a88b-4988-9825-d84489d8697f.mp3","",""
"","Human Foie Gras — A Golden Opportunity","","","https://tim.blog/2014/12/17/foie-gras/","","","",""
"48","Marc Goodman, FBI Futurist, on High-Tech Crime and How to Protect Yourself (#48)","Marc Goodman","","https://tim.blog/2014/12/09/future-crimes/","","https://rss.art19.com/episodes/7f1ea57b-6b40-4740-be4c-d3f64b1ce466.mp3","",""
"47","Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity (#47)","Bryan Callen","","https://tim.blog/2014/12/01/bryan-callen/","","https://rss.art19.com/episodes/d66ecaef-d26e-4d18-b97d-35975bef8170.mp3","",""
"46","The Random Show: Hating Tech, Hidden Japanese Gems, Sexual Awkwardness, and More (#46)","Kevin Rose","","https://tim.blog/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/","","https://rss.art19.com/episodes/47de522a-6a4a-442e-8c86-9e94332fca74.mp3","",""
"45","Nick Ganju on The Majesty of Ping Pong, Poker, and How to Write Hit Songs (#45)","Nick Ganju","","https://tim.blog/2014/11/21/nick-ganju/","","https://rss.art19.com/episodes/85b5c1b9-e084-41a7-a439-612eff2cfc9e.mp3","",""
"43","Margaret Cho on Comedy, Bisexuality, and The Slow-Carb Diet (#43)","Margaret Cho","","https://tim.blog/2014/11/10/margaret-cho/","","https://rss.art19.com/episodes/5e3792ad-44d0-4f82-9b03-8dcdc957b4de.mp3","",""
"41","Rolf Potts on Travel Tactics, Creating Time Wealth, and Lateral Thinking (#41 & #42)","Rolf Potts","","https://tim.blog/2014/11/04/rolf-potts/","","","",""
"","The Unusual Books That Shaped Billionaires, Mega-Bestselling Authors, and Other Prodigies","","","https://tim.blog/2014/10/29/the-books-that-shaped-billionaires-mega-bestselling-authors-and-other-prodigies/","","","",""
"40","Andrew Zimmern on Simple Cooking Tricks, Developing TV, and Addiction (#40)","Andrew Zimmern","","https://tim.blog/2014/10/28/andrew-zimmern-on-simple-cooking-tricks-developing-tv-and-addiction/","","https://rss.art19.com/episodes/6ad82b8e-4c2d-446f-848f-8983420428fc.mp3","",""
"39","Maria Popova on Writing, Workflow, and Workarounds (#39)","Maria Popova","","https://tim.blog/2014/10/21/brain-pickings/","","","",""
"37","Tony Robbins on Morning Routines, Peak Performance, and Mastering Money (#37 & #38)","Tony Robbins","","https://tim.blog/2014/10/15/money-master-the-game/","","","",""
"33","Ramit Sethi on Persuasion and Turning a Blog Into a Multi-Million-Dollar Business (#33 & #34)","Ramit Sethi","","https://tim.blog/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/","","","",""
"35","Tony Robbins and Peter Diamandis (XPRIZE) on the Magic of Thinking BIG (#35)","Peter Diamandis","","https://tim.blog/2014/10/07/global-learning-xprize/","","https://rss.art19.com/episodes/7cbfd594-dadf-4eb4-9e90-25536590f383.mp3","",""
"30","The Tim Ferriss Show: Tracy DiNunzio on Rapid Growth and Rapid Learning (#30, #31 and #32)","Tracy Dinunzio","","https://tim.blog/2014/09/30/the-tim-ferriss-show-tracy-dinunzio-on-rapid-growth-and-rapid-learning/","","","",""
"28","The Tim Ferriss Show: Interview with Peter Thiel, Billionaire Investor and Company Creator (#28)","Peter Thiel","","https://tim.blog/2014/09/09/peter-thiel/","","","",""
"25","The Tim Ferriss Show: Interview of Kevin Kelly, Co-Founder of WIRED, Polymath, Most Interesting Man In The World? (#25, #26 & #27)","Kevin Kelly","","https://tim.blog/2014/08/29/kevin-kelly/","","","",""
"24","The Random Show — Gut Bacteria, Meditation, Startups, and More (#24)","Kevin Rose","","https://tim.blog/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/","","","",""
"22","The Tim Ferriss Show: Ed Catmull, President of Pixar, on Steve Jobs, Stories, and Lessons Learned (#22)","Ed Catmull","","https://tim.blog/2014/08/12/ed-catmull/","","","",""
"21","The Tim Ferriss Show: Mike Shinoda of Linkin Park – Making Art, Making Music, Getting To 60+ Million Albums (#21)","Mike Shinoda","","https://tim.blog/2014/08/04/mike-shinoda/","","","",""
"20","The Tim Ferriss Show: Dan Carlin – Hardcore History, Building Podcasts, Creativity, and More (#20)","Dan Carlin","","https://tim.blog/2014/07/29/the-tim-ferriss-show-episode-20-dan-carlin-hardcore-history-building-podcasts-creativity-and-more/","","","",""
"18","The Tim Ferriss Show: James Altucher on How to Say “No,” Fail Better, and Build Businesses (#18)","James Altucher","","https://tim.blog/2014/07/11/james-altucher/","","","",""
"16","The Tim Ferriss Show: Joe De Sena on Grit, Endurance, and Building Empires (#16)","Joe De Sena","","https://tim.blog/2014/07/01/spartan-race/","","","",""
"15","The Tim Ferriss Podcast: Neil Strauss, Author of The Game (#15)","Neil Strauss","","https://tim.blog/2014/06/24/neil-strauss/","","","",""
"14","The Tim Ferriss Show: Sam Harris, PhD on Spirituality, Neuroscience, Meditation, and More (#14)","Sam Harris","","https://tim.blog/2014/06/18/sam-harris/","","","",""
"","Not-To-Do Lists, Drugs, and Other Productivity Tricks","","","https://tim.blog/2014/06/16/not-to-do-lists-drugs-and-other-productivity-tricks/","","","",""
"12","The Tim Ferriss Show: Dr. Rhonda Patrick on Life Extension, Performance, and Much More (#12)","Rhonda Patrick","","https://tim.blog/2014/06/10/the-tim-ferriss-show-rhonda-patrick-life-extension/","","","",""
"10","The Tim Ferriss Show: Brian Koppelman, Co-writer/Producer of Rounders, The Illusionist, Ocean’s Thirteen (#10)","Brian Koppelman","","https://tim.blog/2014/06/04/brian-koppelman-screenwriter/","","","",""
"8","The Tim Ferriss Show: Chase Jarvis, Master Photographer (#8)","Chase Jarvis","","https://tim.blog/2014/05/26/the-tim-ferriss-show-episode-8-chase-jarvis-master-photographer/","","","",""
"7","The Tim Ferriss Show: Stephen Dubner, Co-Author of Freakonomics (#7)","Stephen Dubner","","https://tim.blog/2014/05/19/think-like-a-freak/","","","",""
"5","The Tim Ferriss Podcast:  Filmmaker Jason Silva (#5)","Jason Silva","","https://tim.blog/2014/05/14/jason-silva-brain-games/","","","",""
"4","The Tim Ferriss Podcast: Ryan Holiday (#4)","Ryan Holiday","","https://tim.blog/2014/05/06/the-tim-ferriss-podcast-episode-4-ryan-holiday/","","","",""
"3","The Tim Ferriss Podcast: Kelly Starrett and Dr. Justin Mager (#3)","Justin Mager","","https://tim.blog/2014/04/27/tim-ferriss-show-kelly-starret-and-dr-justin-mager/","","","",""
"","The Tim Ferriss Podcast is Live! Here Are Episodes 1 and 2","Josh Waitzkin","","https://tim.blog/2014/04/22/tim-ferriss-podcast/","","","",""
